ID;Brand;Model;Color;Mileage;Condition
63550;Land Rover;Generic Model 3;Green;153017;Used
63551;Subaru;Generic Model 2;Red;30222;New
63552;Mazda;Generic Model 3;Green;93213;Used
63553;Kia;Generic Model 2;White;8195;New
63554;BMW;Generic Model 2;Blue;168556;New
63555;Land Rover;Generic Model 3;Black;92740;Used
63556;Subaru;Generic Model 2;Blue;98081;Used
63557;Jeep;Generic Model 2;Green;196991;Used
63558;Volvo;Generic Model 3;Red;110767;New
63559;Kia;Generic Model 2;Red;57140;Used
63560;Honda;Pilot;Blue;190894;New
63561;Lexus;Generic Model 2;Silver;120637;Used
63562;Honda;Civic;Red;107621;New
63563;Lexus;Generic Model 1;White;49586;Used
63564;Lexus;Generic Model 1;Silver;114999;New
63565;Tesla;Generic Model 1;Red;184706;Used
63566;Audi;Generic Model 3;Blue;59951;Used
63567;Jeep;Generic Model 1;Black;126720;Used
63568;Lexus;Generic Model 3;Black;14918;Used
63569;Kia;Generic Model 2;Red;50996;Used
63570;Toyota;Highlander;Red;159965;Used
63571;Jaguar;Generic Model 2;White;73659;New
63572;Toyota;RAV4;Green;154612;Used
63573;Chevrolet;Generic Model 2;Silver;117519;New
63574;Porsche;Generic Model 2;Black;4059;New
63575;Kia;Generic Model 3;Black;100947;New
63576;Toyota;Prius;Red;33299;Used
63577;Volvo;Generic Model 1;Black;48758;New
63578;Ford;Focus;Green;145147;Used
63579;Tesla;Generic Model 1;White;141900;Used
63580;Nissan;Generic Model 1;White;20667;Used
63581;Volvo;Generic Model 1;Black;42501;New
63582;Land Rover;Generic Model 1;Red;157156;Used
63583;Ford;Mustang;Green;180173;New
63584;Tesla;Generic Model 2;Red;141652;New
63585;Porsche;Generic Model 2;White;77604;New
63586;Jaguar;Generic Model 2;Red;59950;Used
63587;Volkswagen;Generic Model 3;Red;127310;Used
63588;Honda;CR-V;Black;165223;Used
63589;Subaru;Generic Model 1;Green;33192;Used
63590;Toyota;Prius;Black;56930;New
63591;Mercedes-Benz;Generic Model 1;White;21251;New
63592;Hyundai;Generic Model 3;White;157101;Used
63593;Volvo;Generic Model 3;Red;26421;New
63594;Mazda;Generic Model 2;White;151775;Used
63595;Jaguar;Generic Model 3;Blue;168823;Used
63596;Tesla;Generic Model 3;Red;6721;Used
63597;BMW;Generic Model 3;Silver;9205;Used
63598;Hyundai;Generic Model 1;Blue;142268;New
63599;BMW;Generic Model 3;Silver;178966;New
63600;Mercedes-Benz;Generic Model 3;Red;157723;Used
63601;Hyundai;Generic Model 3;Blue;132656;New
63602;Volkswagen;Generic Model 3;Green;152246;New
63603;Porsche;Generic Model 2;Silver;141464;New
63604;Toyota;Camry;Black;16094;New
63605;Toyota;Prius;Blue;11347;Used
63606;Nissan;Generic Model 2;Black;115688;Used
63607;Kia;Generic Model 2;Blue;66694;Used
63608;Toyota;Highlander;Red;35332;New
63609;Jeep;Generic Model 1;Green;43154;Used
63610;Honda;Fit;Black;118714;Used
63611;Honda;CR-V;Green;176988;New
63612;Land Rover;Generic Model 3;Red;169175;New
63613;Porsche;Generic Model 3;Blue;147391;New
63614;Jaguar;Generic Model 1;Black;122449;New
63615;Mercedes-Benz;Generic Model 1;Black;155466;New
63616;Mazda;Generic Model 1;Red;157940;New
63617;Porsche;Generic Model 2;White;34085;New
63618;Mazda;Generic Model 3;Silver;66642;New
63619;Kia;Generic Model 3;Red;21654;New
63620;Lexus;Generic Model 3;Black;112038;New
63621;Mazda;Generic Model 1;Green;54627;New
63622;Lexus;Generic Model 2;Blue;58130;Used
63623;Chevrolet;Generic Model 2;Blue;68745;Used
63624;Mercedes-Benz;Generic Model 2;Green;176933;New
63625;BMW;Generic Model 2;Blue;183806;New
63626;Kia;Generic Model 2;White;110696;New
63627;Volvo;Generic Model 3;White;97636;Used
63628;Toyota;Corolla;Blue;51631;New
63629;Nissan;Generic Model 3;Red;158050;Used
63630;Hyundai;Generic Model 2;Blue;108839;Used
63631;Lexus;Generic Model 2;Silver;40378;Used
63632;Nissan;Generic Model 3;Red;183730;New
63633;Tesla;Generic Model 1;Black;101391;New
63634;Porsche;Generic Model 2;Blue;106768;Used
63635;Mercedes-Benz;Generic Model 2;Green;67000;Used
63636;Volvo;Generic Model 3;Red;189342;New
63637;Toyota;RAV4;Silver;88719;Used
63638;Mazda;Generic Model 1;Blue;81993;New
63639;Tesla;Generic Model 2;Blue;189053;Used
63640;Nissan;Generic Model 3;Silver;126774;New
63641;Volvo;Generic Model 1;Blue;44654;Used
63642;Mazda;Generic Model 2;Blue;44440;New
63643;Mazda;Generic Model 1;Green;167138;Used
63644;Nissan;Generic Model 2;White;26731;Used
63645;Kia;Generic Model 2;Green;67483;New
63646;Porsche;Generic Model 2;Silver;148196;Used
63647;Tesla;Generic Model 1;White;20033;New
63648;Volvo;Generic Model 2;Green;80044;New
63649;Volvo;Generic Model 1;Silver;31594;New
63650;Tesla;Generic Model 3;White;125800;New
63651;Tesla;Generic Model 3;Red;129836;Used
63652;Toyota;Prius;Blue;35448;New
63653;Tesla;Generic Model 3;Green;29308;Used
63654;Jaguar;Generic Model 1;Red;107718;Used
63655;Subaru;Generic Model 2;White;4303;Used
63656;Land Rover;Generic Model 2;Silver;34786;Used
63657;Kia;Generic Model 1;Red;84643;Used
63658;Chevrolet;Generic Model 3;White;181441;New
63659;Porsche;Generic Model 2;Green;118597;New
63660;Kia;Generic Model 3;Red;199732;New
63661;Hyundai;Generic Model 3;Green;63539;Used
63662;Jeep;Generic Model 3;Silver;114695;Used
63663;BMW;Generic Model 3;Silver;69791;Used
63664;Tesla;Generic Model 2;Black;68441;Used
63665;Kia;Generic Model 2;Green;18840;New
63666;Volvo;Generic Model 3;Blue;62211;New
63667;Land Rover;Generic Model 2;Black;64413;New
63668;BMW;Generic Model 1;Silver;91329;New
63669;BMW;Generic Model 1;Green;125315;Used
63670;Chevrolet;Generic Model 3;Red;197261;New
63671;Volvo;Generic Model 2;White;69006;Used
63672;Tesla;Generic Model 3;Green;121112;Used
63673;Audi;Generic Model 1;Red;173408;New
63674;Subaru;Generic Model 2;Red;7191;New
63675;Jaguar;Generic Model 1;Black;24538;Used
63676;Mazda;Generic Model 3;Green;127091;Used
63677;Jaguar;Generic Model 3;Silver;191881;Used
63678;Mazda;Generic Model 1;Red;71143;Used
63679;Ford;Focus;Red;117977;Used
63680;Mercedes-Benz;Generic Model 2;Silver;104233;New
63681;Audi;Generic Model 3;Red;125453;Used
63682;Lexus;Generic Model 1;Silver;106148;New
63683;Honda;Civic;White;96478;New
63684;Porsche;Generic Model 2;Blue;164972;New
63685;Tesla;Generic Model 3;Black;130733;New
63686;Jaguar;Generic Model 3;White;198150;New
63687;Kia;Generic Model 3;Black;58344;New
63688;Volvo;Generic Model 2;Green;29780;New
63689;Honda;Odyssey;Blue;146108;Used
63690;Jaguar;Generic Model 2;Blue;95835;Used
63691;Lexus;Generic Model 1;Red;119773;New
63692;Nissan;Generic Model 3;Blue;147047;New
63693;Ford;Explorer;Red;175417;Used
63694;Nissan;Generic Model 3;Black;38334;New
63695;Ford;Escape;Blue;85329;New
63696;Honda;Civic;Silver;17311;Used
63697;Mazda;Generic Model 3;White;24110;New
63698;Ford;F-150;Green;79375;Used
63699;Porsche;Generic Model 1;Red;171948;Used
63700;Jaguar;Generic Model 2;Silver;37381;New
63701;Audi;Generic Model 1;Blue;156086;Used
63702;Tesla;Generic Model 1;Blue;183429;New
63703;Ford;Focus;Silver;116286;New
63704;Honda;Odyssey;Green;59373;Used
63705;Land Rover;Generic Model 3;White;196314;Used
63706;Volvo;Generic Model 2;White;33233;Used
63707;Tesla;Generic Model 3;Silver;43027;Used
63708;Nissan;Generic Model 2;Green;19266;Used
63709;Porsche;Generic Model 1;Blue;58765;Used
63710;Volvo;Generic Model 1;Green;6123;New
63711;Honda;Fit;White;125171;Used
63712;Mercedes-Benz;Generic Model 3;Black;75048;Used
63713;Tesla;Generic Model 1;White;174420;New
63714;Porsche;Generic Model 1;Silver;37281;New
63715;Lexus;Generic Model 1;Silver;44653;New
63716;Honda;Odyssey;Black;78049;New
63717;Volkswagen;Generic Model 2;Black;160698;New
63718;Hyundai;Generic Model 1;Blue;45652;New
63719;Audi;Generic Model 1;Black;148822;New
63720;Audi;Generic Model 1;Blue;99617;Used
63721;Audi;Generic Model 2;Black;22143;Used
63722;Ford;Escape;Black;169777;New
63723;Hyundai;Generic Model 3;White;87661;New
63724;Toyota;Prius;Black;30111;Used
63725;Toyota;Camry;White;20518;New
63726;Land Rover;Generic Model 2;White;170220;Used
63727;Mercedes-Benz;Generic Model 2;Green;122674;Used
63728;Honda;CR-V;Green;167393;Used
63729;Chevrolet;Generic Model 2;Black;89533;Used
63730;Nissan;Generic Model 1;Red;34868;New
63731;Mazda;Generic Model 3;Blue;137002;Used
63732;Ford;Mustang;Green;91421;New
63733;Jaguar;Generic Model 3;Black;199489;Used
63734;Mazda;Generic Model 2;Blue;138237;Used
63735;Land Rover;Generic Model 1;Blue;56944;Used
63736;BMW;Generic Model 3;White;98940;Used
63737;Porsche;Generic Model 1;White;73843;New
63738;Toyota;RAV4;White;162185;Used
63739;Hyundai;Generic Model 3;Blue;134540;Used
63740;Subaru;Generic Model 3;Silver;126950;New
63741;Hyundai;Generic Model 1;White;27157;New
63742;Mercedes-Benz;Generic Model 3;White;14171;Used
63743;BMW;Generic Model 3;Red;181809;New
63744;Kia;Generic Model 1;Silver;56358;Used
63745;Volvo;Generic Model 3;White;62296;Used
63746;Toyota;Highlander;Blue;139420;Used
63747;Ford;Edge;Silver;47619;New
63748;Ford;Mustang;Blue;61877;New
63749;Subaru;Generic Model 2;White;42527;New
63750;BMW;Generic Model 3;White;123870;Used
63751;BMW;Generic Model 3;Blue;5762;Used
63752;Land Rover;Generic Model 3;Silver;94050;Used
63753;Jaguar;Generic Model 1;Silver;106328;New
63754;Toyota;Highlander;Green;66295;New
63755;Kia;Generic Model 2;White;57807;New
63756;Volvo;Generic Model 1;Black;44152;Used
63757;Volvo;Generic Model 3;Black;97774;Used
63758;Lexus;Generic Model 2;Red;26498;Used
63759;Ford;Explorer;Red;25630;New
63760;Nissan;Generic Model 1;Blue;108115;Used
63761;Volvo;Generic Model 2;Black;83884;Used
63762;Kia;Generic Model 3;White;134773;Used
63763;Lexus;Generic Model 2;Silver;121880;Used
63764;Ford;F-150;Silver;158134;Used
63765;BMW;Generic Model 3;Red;9816;Used
63766;Honda;CR-V;Red;38997;Used
63767;Volvo;Generic Model 1;Silver;9991;Used
63768;Tesla;Generic Model 2;Silver;135122;New
63769;Jaguar;Generic Model 2;Green;79561;New
63770;Volvo;Generic Model 2;Red;140290;New
63771;Toyota;Highlander;Green;36108;New
63772;Mercedes-Benz;Generic Model 2;Black;14497;Used
63773;Porsche;Generic Model 1;Green;181452;New
63774;Chevrolet;Generic Model 1;Green;132936;New
63775;Subaru;Generic Model 2;White;184534;New
63776;Toyota;RAV4;Blue;169640;Used
63777;Land Rover;Generic Model 1;Green;145891;Used
63778;Volkswagen;Generic Model 2;Green;107971;New
63779;Mercedes-Benz;Generic Model 1;Silver;61934;New
63780;Jaguar;Generic Model 3;Green;98698;New
63781;Land Rover;Generic Model 1;Black;177870;Used
63782;Subaru;Generic Model 3;Blue;7307;New
63783;BMW;Generic Model 2;Silver;175091;New
63784;BMW;Generic Model 2;White;131294;New
63785;Mazda;Generic Model 1;White;23655;Used
63786;Kia;Generic Model 3;White;85135;Used
63787;Hyundai;Generic Model 2;Blue;20335;New
63788;Jeep;Generic Model 1;Silver;193676;New
63789;Mazda;Generic Model 2;Black;83581;Used
63790;Mazda;Generic Model 1;Red;150802;Used
63791;Jeep;Generic Model 2;Red;85448;Used
63792;Hyundai;Generic Model 3;Silver;83904;Used
63793;Lexus;Generic Model 3;Green;139361;Used
63794;Lexus;Generic Model 2;White;119506;New
63795;Mazda;Generic Model 2;Blue;195537;Used
63796;Honda;Accord;Red;172256;New
63797;Hyundai;Generic Model 3;Red;49251;New
63798;BMW;Generic Model 3;Silver;167996;Used
63799;Jeep;Generic Model 1;Blue;107775;New
63800;Audi;Generic Model 3;Silver;181896;New
63801;Hyundai;Generic Model 1;Green;107675;Used
63802;BMW;Generic Model 2;Blue;45571;Used
63803;Jaguar;Generic Model 3;Silver;29072;New
63804;Lexus;Generic Model 2;Black;196082;New
63805;Porsche;Generic Model 1;Silver;80490;Used
63806;Chevrolet;Generic Model 2;Green;20380;Used
63807;Toyota;RAV4;Black;162263;Used
63808;Honda;Civic;Green;101360;New
63809;Land Rover;Generic Model 1;Green;130431;New
63810;Volvo;Generic Model 3;Green;142627;New
63811;BMW;Generic Model 3;Black;8807;New
63812;Ford;F-150;Green;161638;Used
63813;Volkswagen;Generic Model 2;Blue;171192;New
63814;Volkswagen;Generic Model 1;Silver;194405;New
63815;Kia;Generic Model 1;Green;79636;New
63816;Honda;CR-V;White;21182;New
63817;Honda;Fit;Blue;185075;New
63818;Volkswagen;Generic Model 2;White;150375;New
63819;Mazda;Generic Model 1;Green;82088;Used
63820;Land Rover;Generic Model 3;Silver;38485;New
63821;Jaguar;Generic Model 1;White;161119;Used
63822;Tesla;Generic Model 3;White;29920;Used
63823;Lexus;Generic Model 2;White;129802;New
63824;Kia;Generic Model 2;Black;55638;New
63825;Chevrolet;Generic Model 2;White;111186;Used
63826;Chevrolet;Generic Model 3;Green;188027;New
63827;Jeep;Generic Model 1;Black;140972;New
63828;Lexus;Generic Model 3;Red;117096;New
63829;Mazda;Generic Model 1;Silver;125054;Used
63830;Chevrolet;Generic Model 1;Green;2370;Used
63831;Subaru;Generic Model 3;Green;28183;Used
63832;Ford;Mustang;Red;98938;New
63833;Jeep;Generic Model 1;Silver;54860;Used
63834;Subaru;Generic Model 3;Red;185101;New
63835;Nissan;Generic Model 1;Silver;59611;New
63836;Mazda;Generic Model 1;White;174596;New
63837;Honda;Accord;Silver;119107;Used
63838;Mazda;Generic Model 3;White;28599;New
63839;Chevrolet;Generic Model 2;White;134353;Used
63840;Toyota;RAV4;Blue;195486;New
63841;Subaru;Generic Model 1;Red;174182;New
63842;Hyundai;Generic Model 1;Green;91802;New
63843;Chevrolet;Generic Model 2;Blue;46490;New
63844;Honda;Accord;Green;181770;Used
63845;Tesla;Generic Model 1;Blue;89840;New
63846;Kia;Generic Model 2;Blue;182744;New
63847;Ford;Mustang;Blue;24596;Used
63848;Honda;Odyssey;Green;90920;Used
63849;Chevrolet;Generic Model 2;Black;178005;New
63850;Ford;Mustang;Red;88872;New
63851;Volkswagen;Generic Model 2;Blue;23980;New
63852;Chevrolet;Generic Model 1;Blue;53215;Used
63853;Mazda;Generic Model 1;Red;25081;New
63854;Tesla;Generic Model 1;White;5460;Used
63855;Toyota;Tacoma;Green;12645;Used
63856;Subaru;Generic Model 2;White;10782;Used
63857;Porsche;Generic Model 2;Black;17816;New
63858;Lexus;Generic Model 1;White;155888;New
63859;Volkswagen;Generic Model 2;Blue;21045;New
63860;Land Rover;Generic Model 2;White;39545;Used
63861;Porsche;Generic Model 2;Silver;63114;New
63862;Land Rover;Generic Model 1;White;181024;Used
63863;Honda;Civic;Blue;48877;New
63864;Nissan;Generic Model 3;Green;106785;Used
63865;Porsche;Generic Model 3;Black;114480;Used
63866;Honda;Fit;Silver;15216;New
63867;Jaguar;Generic Model 3;White;28259;Used
63868;Jeep;Generic Model 1;Blue;195794;Used
63869;Ford;Edge;Red;29687;Used
63870;Porsche;Generic Model 1;Silver;84134;New
63871;BMW;Generic Model 1;Red;16409;New
63872;Volkswagen;Generic Model 1;Silver;187532;Used
63873;Kia;Generic Model 2;Silver;150458;Used
63874;Jeep;Generic Model 3;Blue;178818;New
63875;Jeep;Generic Model 3;Silver;140839;New
63876;Nissan;Generic Model 1;White;147275;New
63877;Tesla;Generic Model 1;White;131489;New
63878;Jaguar;Generic Model 1;Silver;140901;Used
63879;Porsche;Generic Model 2;Green;143515;Used
63880;Honda;Civic;Black;143564;Used
63881;Tesla;Generic Model 1;Black;115089;Used
63882;Tesla;Generic Model 1;Red;173087;Used
63883;Volkswagen;Generic Model 3;Red;185099;New
63884;Lexus;Generic Model 3;Red;126592;New
63885;Nissan;Generic Model 3;White;12098;New
63886;Volvo;Generic Model 2;Green;129217;Used
63887;Kia;Generic Model 1;Black;95992;Used
63888;Audi;Generic Model 2;Blue;132775;New
63889;Hyundai;Generic Model 2;Silver;113779;New
63890;Tesla;Generic Model 2;Blue;147034;New
63891;Volkswagen;Generic Model 2;Green;21905;New
63892;Tesla;Generic Model 3;Green;8190;Used
63893;Volvo;Generic Model 2;Black;146957;Used
63894;Honda;Odyssey;Green;167711;Used
63895;Honda;Odyssey;Red;153819;New
63896;Kia;Generic Model 1;Silver;181493;Used
63897;Mercedes-Benz;Generic Model 1;Black;21464;Used
63898;Jaguar;Generic Model 2;Red;179333;New
63899;Ford;Edge;Blue;10509;New
63900;Porsche;Generic Model 3;Red;46992;Used
63901;Jaguar;Generic Model 1;Black;152411;Used
63902;Nissan;Generic Model 3;Blue;50098;New
63903;Volvo;Generic Model 3;Black;4654;Used
63904;Toyota;Camry;Red;125119;Used
63905;Volvo;Generic Model 1;Red;176388;Used
63906;Honda;Civic;Red;21992;New
63907;Ford;Escape;Green;155077;New
63908;Land Rover;Generic Model 2;Red;57117;Used
63909;Kia;Generic Model 3;Red;198000;Used
63910;Volkswagen;Generic Model 3;Green;86423;Used
63911;Volkswagen;Generic Model 3;Red;43768;New
63912;BMW;Generic Model 3;Green;140806;Used
63913;Honda;Odyssey;Green;197048;Used
63914;Hyundai;Generic Model 2;White;34259;Used
63915;Hyundai;Generic Model 1;Black;68458;Used
63916;Volvo;Generic Model 2;Black;172553;Used
63917;Chevrolet;Generic Model 2;White;173680;New
63918;Mercedes-Benz;Generic Model 2;Red;130532;New
63919;Subaru;Generic Model 1;Silver;95442;Used
63920;Kia;Generic Model 1;Blue;193461;New
63921;Mercedes-Benz;Generic Model 2;Red;160961;New
63922;Honda;Odyssey;White;125027;Used
63923;Kia;Generic Model 1;Black;176580;Used
63924;Toyota;Prius;White;99763;Used
63925;Hyundai;Generic Model 2;Blue;91854;New
63926;Lexus;Generic Model 3;Green;18106;Used
63927;Jaguar;Generic Model 1;Silver;176682;New
63928;Nissan;Generic Model 2;Green;155084;New
63929;Mercedes-Benz;Generic Model 2;Green;171643;Used
63930;Volkswagen;Generic Model 3;Black;61577;Used
63931;Jeep;Generic Model 3;Green;175755;New
63932;Kia;Generic Model 1;Blue;72198;Used
63933;Hyundai;Generic Model 3;White;46812;Used
63934;Jaguar;Generic Model 3;White;70813;New
63935;Nissan;Generic Model 1;Blue;11643;Used
63936;Nissan;Generic Model 2;Silver;26928;Used
63937;Jaguar;Generic Model 1;Green;164835;Used
63938;Honda;Pilot;Red;7902;New
63939;Kia;Generic Model 3;Black;147667;Used
63940;Honda;Odyssey;Silver;153960;Used
63941;Toyota;Camry;Blue;118291;Used
63942;Land Rover;Generic Model 2;Silver;74753;New
63943;Volvo;Generic Model 2;Red;84618;New
63944;Honda;Fit;Red;61907;Used
63945;Toyota;Prius;Silver;4286;Used
63946;Land Rover;Generic Model 1;Green;165774;Used
63947;Land Rover;Generic Model 3;White;133263;Used
63948;Mercedes-Benz;Generic Model 1;Silver;76931;Used
63949;Toyota;Corolla;Red;4957;New
63950;Kia;Generic Model 1;White;27081;New
63951;Hyundai;Generic Model 3;Red;173515;New
63952;Jeep;Generic Model 2;Silver;100916;New
63953;Jaguar;Generic Model 3;Silver;7771;New
63954;BMW;Generic Model 3;Green;35101;Used
63955;Subaru;Generic Model 2;Black;143004;New
63956;Hyundai;Generic Model 2;Red;178576;Used
63957;Mercedes-Benz;Generic Model 1;Red;39655;New
63958;Porsche;Generic Model 1;Silver;179119;Used
63959;Tesla;Generic Model 3;Blue;58974;New
63960;Toyota;Corolla;Blue;73672;Used
63961;Jaguar;Generic Model 2;Blue;26270;New
63962;Subaru;Generic Model 3;Silver;64111;Used
63963;Land Rover;Generic Model 2;Green;27047;New
63964;Volkswagen;Generic Model 2;Silver;89514;New
63965;Volkswagen;Generic Model 3;White;66144;New
63966;Porsche;Generic Model 3;Blue;156302;New
63967;Chevrolet;Generic Model 2;Green;101995;Used
63968;Nissan;Generic Model 3;Red;89809;New
63969;Jaguar;Generic Model 1;White;142295;Used
63970;Nissan;Generic Model 1;Green;45113;New
63971;Kia;Generic Model 2;Silver;33069;New
63972;Kia;Generic Model 3;Blue;112764;Used
63973;Subaru;Generic Model 3;Blue;26335;Used
63974;Mercedes-Benz;Generic Model 2;Blue;127218;Used
63975;Volkswagen;Generic Model 3;Blue;183032;Used
63976;Volvo;Generic Model 3;Red;70652;New
63977;Land Rover;Generic Model 2;Green;116154;Used
63978;Nissan;Generic Model 2;Red;194244;New
